filename,relative_path,original_label,reviewed_label,alternate_label,decision_type,manual_visual_review,confidence,review_status,review_notes,evidence_scale,evidence_location
00472.jpg,训练集/00472.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00473.jpg,训练集/00473.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00480.jpg,训练集/00480.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00482.jpg,训练集/00482.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00485.jpg,训练集/00485.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00486.jpg,训练集/00486.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00487.jpg,训练集/00487.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00492.jpg,训练集/00492.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00493.jpg,训练集/00493.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00531.jpg,训练集/00531.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00532.jpg,训练集/00532.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00533.jpg,训练集/00533.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00534.jpg,训练集/00534.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00539.jpg,训练集/00539.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00540.jpg,训练集/00540.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00541.jpg,训练集/00541.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00542.jpg,训练集/00542.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00543.jpg,训练集/00543.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00544.jpg,训练集/00544.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00559.jpg,训练集/00559.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00560.jpg,训练集/00560.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00567.jpg,训练集/00567.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00568.jpg,训练集/00568.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00635.jpg,训练集/00635.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00637.jpg,训练集/00637.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00640.jpg,训练集/00640.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00641.jpg,训练集/00641.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00642.jpg,训练集/00642.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00672.jpg,训练集/00672.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00673.jpg,训练集/00673.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00674.jpg,训练集/00674.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00677.jpg,训练集/00677.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00678.jpg,训练集/00678.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00680.jpg,训练集/00680.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00681.jpg,训练集/00681.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00700.jpg,训练集/00700.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00701.jpg,训练集/00701.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00753.jpg,训练集/00753.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00754.jpg,训练集/00754.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00824.jpg,训练集/00824.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00825.jpg,训练集/00825.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00829.jpg,训练集/00829.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00830.jpg,训练集/00830.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00831.jpg,训练集/00831.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00832.jpg,训练集/00832.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00833.jpg,训练集/00833.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00851.jpg,训练集/00851.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00852.jpg,训练集/00852.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00872.jpg,训练集/00872.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00874.jpg,训练集/00874.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00877.jpg,训练集/00877.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00879.jpg,训练集/00879.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00889.jpg,训练集/00889.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00890.jpg,训练集/00890.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00892.jpg,训练集/00892.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00893.jpg,训练集/00893.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00894.jpg,训练集/00894.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00895.jpg,训练集/00895.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00907.jpg,训练集/00907.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00908.jpg,训练集/00908.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00925.jpg,训练集/00925.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00927.jpg,训练集/00927.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00928.jpg,训练集/00928.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00929.jpg,训练集/00929.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00935.jpg,训练集/00935.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00936.jpg,训练集/00936.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00944.jpg,训练集/00944.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00945.jpg,训练集/00945.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00964.jpg,训练集/00964.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00965.jpg,训练集/00965.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01109.jpg,训练集/01109.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01110.jpg,训练集/01110.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01112.jpg,训练集/01112.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01113.jpg,训练集/01113.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01114.jpg,训练集/01114.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01126.jpg,训练集/01126.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01127.jpg,训练集/01127.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01129.jpg,训练集/01129.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01145.jpg,训练集/01145.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01146.jpg,训练集/01146.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01147.jpg,训练集/01147.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01148.jpg,训练集/01148.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01149.jpg,训练集/01149.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01210.jpg,训练集/01210.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01211.jpg,训练集/01211.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01215.jpg,训练集/01215.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01216.jpg,训练集/01216.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01225.jpg,训练集/01225.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01227.jpg,训练集/01227.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01228.jpg,训练集/01228.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01231.jpg,训练集/01231.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01233.jpg,训练集/01233.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
