filename,champion_pred,new_pred,reviewed_truth,state
00679.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00536.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01167.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02139.jpg,乱堆,乱堆,乱堆,correct_both
00565.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01103.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00956.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00544.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02072.jpg,乱占,乱占,乱占,correct_both
00180.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00524.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00071.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00818.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00170.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00053.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00148.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02060.jpg,乱堆,乱堆,乱堆,correct_both
01018.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01072.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00982.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01070.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00025.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00029.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00689.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01094.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01121.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00168.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00677.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00974.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00989.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01165.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00905.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02125.jpg,乱采,乱采,乱采,correct_both
00659.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00051.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00540.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00500.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00587.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00723.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00806.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02098.jpg,乱堆,乱堆,乱堆,correct_both
00034.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00137.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00932.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02067.jpg,乱采,乱采,乱采,correct_both
00499.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01053.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00709.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00983.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01207.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00841.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00005.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00090.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00510.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01190.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00845.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00074.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02057.jpg,乱采,乱采,乱采,correct_both
00484.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01064.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02486.jpg,乱占,乱占,乱建,persistent_error
00046.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00150.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00914.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00986.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00705.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00942.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00615.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00192.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00888.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02149.jpg,乱占,乱占,乱占,correct_both
00863.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00093.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00588.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01028.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02147.jpg,乱占,乱占,乱占,correct_both
01168.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00626.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00773.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00520.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00044.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00233.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00525.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01093.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00059.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00702.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00223.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00145.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00692.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00454.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00445.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00647.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00704.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00497.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00715.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00158.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00575.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00129.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00823.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00573.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00618.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00557.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00876.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00135.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00781.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00665.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01146.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00462.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00207.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00762.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02077.jpg,乱占,乱占,乱占,correct_both
00181.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00473.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00125.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02084.jpg,乱占,乱占,乱占,correct_both
00911.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00224.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00578.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02120.jpg,乱占,乱占,乱占,correct_both
00004.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01219.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00963.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00644.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02085.jpg,有漂浮物,有漂浮物,乱占,persistent_error
00716.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00561.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00203.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00459.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00619.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00978.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02109.jpg,乱堆,乱堆,乱堆,correct_both
00616.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00881.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00122.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00858.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01124.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01201.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00746.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01115.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00173.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00748.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00636.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01057.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01125.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00140.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00210.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00530.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00218.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00493.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00622.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01005.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02066.jpg,乱采,乱采,乱采,correct_both
00464.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00543.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00916.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00127.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00840.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00511.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01154.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02131.jpg,乱占,乱占,乱占,correct_both
00743.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00114.jpg,有漂浮物,有漂浮物,正常,persistent_error
01099.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00183.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01186.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00568.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00789.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00100.jpg,有漂浮物,有漂浮物,正常,persistent_error
02053.jpg,乱采,乱采,乱采,correct_both
00559.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00693.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02115.jpg,乱占,乱占,乱占,correct_both
00943.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00882.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01160.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01016.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01009.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01148.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01140.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00124.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00546.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00553.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00630.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01119.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00713.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00451.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01239.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00844.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00721.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00670.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00949.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00673.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00814.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00598.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01062.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00186.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02140.jpg,乱堆,乱堆,乱堆,correct_both
02073.jpg,乱占,乱占,乱占,correct_both
01023.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01152.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00808.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00767.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00475.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00567.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01222.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00884.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00118.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01216.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00466.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00807.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02128.jpg,乱占,乱占,乱占,correct_both
00934.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01055.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00130.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00666.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00788.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00444.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01087.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00534.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00634.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00961.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00778.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01081.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00938.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00703.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02052.jpg,乱采,乱采,乱采,correct_both
00123.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00848.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00928.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00625.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00994.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01174.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01204.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00041.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00885.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00117.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00486.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00944.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00070.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02100.jpg,乱堆,乱堆,乱堆,correct_both
00157.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00816.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00648.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00828.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01188.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00478.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00205.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00042.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01111.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00650.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00719.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01050.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00106.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00854.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00981.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01240.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00491.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00115.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02093.jpg,乱采,乱采,乱采,correct_both
00226.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01073.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01144.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00002.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01221.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00554.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00871.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00582.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01145.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01035.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01044.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02050.jpg,乱占,乱占,乱占,correct_both
00010.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02127.jpg,乱占,乱占,乱占,correct_both
00055.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01036.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00763.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00912.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00214.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00891.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00523.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00777.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00550.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00640.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00919.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00508.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00837.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00175.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00671.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00951.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00592.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00886.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02094.jpg,乱采,乱采,乱采,correct_both
00537.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02122.jpg,乱堆,乱堆,乱堆,correct_both
01017.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00850.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00801.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00810.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00058.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01104.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02079.jpg,乱占,乱占,乱占,correct_both
02138.jpg,乱堆,乱堆,乱堆,correct_both
00736.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00770.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00531.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00883.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01225.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00038.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00868.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00230.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02058.jpg,乱占,乱占,乱占,correct_both
01063.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02091.jpg,乱占,乱占,乱占,correct_both
02065.jpg,乱采,乱采,乱采,correct_both
00151.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00195.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01027.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00878.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00521.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01004.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00866.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01162.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02062.jpg,有漂浮物,有漂浮物,乱占,persistent_error
00138.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01183.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00211.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01043.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01159.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00015.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00099.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00449.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00447.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01092.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00514.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00629.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00959.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01218.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00678.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00182.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00471.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01178.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00638.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01185.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00489.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01202.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00631.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00859.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00898.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00843.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00684.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00591.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00924.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02097.jpg,乱堆,乱堆,乱堆,correct_both
00092.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01151.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01213.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01034.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00680.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00780.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00718.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00545.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00645.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00200.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00179.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00201.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00787.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02051.jpg,乱占,乱占,乱占,correct_both
00991.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00971.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00027.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00739.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01078.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01193.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00999.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01182.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01197.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02095.jpg,乱采,乱采,乱采,correct_both
00635.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01235.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00698.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01025.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02046.jpg,乱占,乱占,乱占,correct_both
00496.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00075.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00836.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00900.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00902.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00786.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00518.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00893.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00020.jpg,乱占,有漂浮物,有漂浮物,resolved_error
00872.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00467.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01114.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00465.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02082.jpg,乱占,乱占,乱占,correct_both
00502.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01061.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00738.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00483.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01136.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00139.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00495.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00142.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00711.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00847.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00733.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01086.jpg,有漂浮物,有漂浮物,正常,persistent_error
00663.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00488.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00995.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00687.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01082.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00726.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00908.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00839.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00717.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00655.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00202.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00532.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01069.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00097.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00620.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00450.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00913.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00047.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01091.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00472.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01129.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00813.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01113.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00552.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00785.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
